CUST_CODE,Churn_Risk_Probability,Holiday_Monetary,Pre_Monetary,Holiday_Frequency
CUST0000009532,0.7150559779215498,466.71000000000004,2766.41,20
CUST0000309050,0.7150504873372975,431.72,2655.5,21
CUST0000274865,0.7150406995963903,200.91,1022.21,17
CUST0000830569,0.7150373344013742,239.63,1151.42,24
CUST0000464957,0.7150147232251309,63.87,36.0,20
CUST0000700896,0.7150006761911161,188.41,995.87,13
CUST0000103718,0.7149929625400375,108.78,446.98,16
CUST0000354203,0.7149723706711744,247.59,1314.69,13
CUST0000825443,0.714971299881791,93.07000000000001,347.29,15
CUST0000776302,0.7149357963450533,225.22,1248.06,22
CUST0000914615,0.714918415540537,171.9,720.12,23
CUST0000169456,0.7148691775499438,202.8,1031.77,15
CUST0000752145,0.7148460747630778,580.52,3594.83,28
CUST0000068641,0.7148254783599653,88.79,118.42,18
CUST0000861509,0.7148174759090338,176.78,819.88,21
CUST0000326625,0.7148037071652962,91.71000000000001,294.89,15
CUST0000688907,0.7147200142854624,326.61,1727.24,18
CUST0000321143,0.7147078089322232,188.46,880.59,19
CUST0000083367,0.7146391295378771,357.45,2156.75,12
CUST0000934030,0.7146376067019139,177.70000000000002,674.0,19
CUST0000791603,0.7146065503564725,366.61,2065.89,16
CUST0000274339,0.7145979636513452,436.5,2656.13,10
CUST0000578405,0.714593960770729,199.94,1030.9,16
CUST0000128681,0.7145770735430768,145.82999999999998,611.48,27
CUST0000969886,0.7145746221990084,242.29000000000002,1224.74,21
CUST0000091611,0.7145696372140675,96.42,279.92,15
CUST0000044561,0.7145494815943916,186.33,770.69,30
CUST0000482294,0.7145492045275268,379.67,2195.86,19
CUST0000541085,0.7145446202924421,127.44,521.4300000000001,18
CUST0000360671,0.7145371773329999,363.34000000000003,2114.09,24
CUST0000758949,0.7145333484818915,178.29,926.78,15
CUST0000024718,0.7145085076497416,223.07,1168.45,4
CUST0000825568,0.7144860051815827,722.5,4486.12,37
CUST0000757576,0.7144676496384957,256.45,1476.05,7
CUST0000936181,0.714449094014096,211.46,1141.76,5
CUST0000646545,0.7144338818313831,167.53,846.42,17
CUST0000287372,0.7144232643285253,79.82000000000001,167.37,18
CUST0000775212,0.714420849808995,287.75,1387.78,34
CUST0000351852,0.7144096157176001,64.86,124.58999999999999,16
CUST0000345541,0.7144048678469114,334.07,1815.88,41
CUST0000938233,0.7143994597377976,628.73,3958.94,23
CUST0000389842,0.7143078992798788,345.8,1977.42,20
CUST0000887003,0.7142886067713072,129.84,563.42,25
CUST0000400478,0.7142861480486012,94.7,298.2,16
CUST0000275864,0.7142709141266348,171.42,778.7,14
CUST0000653029,0.7142576571633639,406.58000000000004,2249.6,38
CUST0000005527,0.7142486205606762,452.67,2849.1,14
CUST0000882581,0.7142378477044464,219.45,1017.8100000000001,25
CUST0000328539,0.7142327277459648,363.83000000000004,2063.36,28
CUST0000893384,0.7142220625037227,165.6,606.25,38
CUST0000000331,0.7141852277850049,271.25,1371.23,33
CUST0000808777,0.71416385590796,622.55,3795.06,31
CUST0000492372,0.7141609341720372,250.47,1415.6299999999999,15
CUST0000845953,0.7141454139523598,137.23,593.62,15
CUST0000450362,0.7141445750001261,178.44,780.2,19
CUST0000001543,0.7141393302233677,284.5,1741.26,8
CUST0000626230,0.714129947047445,270.79,1525.15,10
CUST0000282808,0.7141290062916202,254.4,1374.57,10
CUST0000985087,0.7141190655219547,219.6,986.54,31
CUST0000759779,0.7140958373991568,449.58,2701.48,27
CUST0000613107,0.7140822117557,516.94,2934.73,47
CUST0000137088,0.7140586216607503,109.65,446.43,16
CUST0000576729,0.7140546790224287,241.16,1399.09,7
CUST0000799756,0.7140286536472757,275.64,1515.03,10
CUST0000525128,0.7140256909810151,116.28,427.55,19
CUST0000903794,0.7140002032185588,235.32,1251.41,19
CUST0000115883,0.7139889199923014,254.23000000000002,1513.49,10
CUST0000184720,0.7139806822381294,157.68,499.81,43
CUST0000058640,0.7139748674887152,349.96,2108.17,9
CUST0000442639,0.7139568735614634,121.3,452.21999999999997,24
CUST0000241802,0.7139553631208935,61.599999999999994,106.96,21
CUST0000414092,0.7139331531885353,84.83,81.21000000000001,16
CUST0000024549,0.7139191079427172,206.02,968.02,18
CUST0000112784,0.7138791234776383,252.06,1234.6399999999999,29
CUST0000173650,0.7138648276206214,247.89000000000001,1322.3700000000001,16
CUST0000702268,0.7138626343773384,383.08000000000004,2119.33,30
CUST0000631618,0.7138272137455073,179.04000000000002,848.29,16
CUST0000051156,0.7138223890855033,99.22,300.74,24
CUST0000663360,0.7138123969705006,311.24,1741.75,11
CUST0000973983,0.7138105675697899,349.1,2087.68,12
CUST0000720465,0.7137578393813202,166.03,708.31,30
CUST0000642646,0.7137371719298296,437.13,2693.07,11
CUST0000427596,0.7136865936511325,225.06,1279.15,12
CUST0000476208,0.7136549976691093,71.74000000000001,156.26,15
CUST0000857662,0.713635921848482,204.96,982.89,13
CUST0000387422,0.7136142067233437,735.77,4793.37,21
CUST0000814617,0.7136059250558737,272.39,1542.13,15
CUST0000297834,0.7135744065694909,80.85,161.59,26
CUST0000154705,0.7135597307314621,453.48,2646.63,25
CUST0000621314,0.7135575539312188,187.1,909.09,26
CUST0000066559,0.7135428478520898,307.96999999999997,1741.38,12
CUST0000351512,0.7135366049707875,38.91,37.66,15
CUST0000970133,0.7135323870080907,220.91,1210.25,11
CUST0000106772,0.7135091793777595,106.77,368.08,17
CUST0000891887,0.7134869843771887,239.97,1145.47,30
CUST0000571588,0.7134851838901144,365.71,2074.48,17
CUST0000972048,0.71348085408833,238.92000000000002,1295.58,14
CUST0000853532,0.7134610683278118,101.73,221.03,21
CUST0000485645,0.7133962697932992,69.42,16.75,23
CUST0000799027,0.7133838700696449,321.12,1928.1299999999999,7
CUST0000350369,0.7133720549081775,323.71999999999997,1971.96,9
CUST0000515257,0.7133497097940555,68.23,46.61,27
CUST0000012925,0.7133364807683995,191.61,940.91,25
CUST0000647921,0.7133104822595722,173.32,796.68,23
CUST0000902911,0.7132927572313368,83.37,42.9,25
CUST0000925903,0.713292371397297,52.51,139.15,17
CUST0000501287,0.7132837732891218,338.1,2006.61,11
CUST0000618378,0.7132710529961416,418.14,2408.59,37
CUST0000072258,0.7132532815697645,72.46,100.11999999999999,18
CUST0000438832,0.7132141194022982,241.32,1252.6,21
CUST0000579630,0.713202355669617,208.51,1253.29,6
CUST0000473070,0.7131932343138492,137.47,502.39,17
CUST0000396231,0.713171865764812,268.44,1444.4,25
CUST0000267134,0.7131537108482984,191.62,1093.47,4
CUST0000576043,0.7130698944498589,255.5,1446.89,11
CUST0000212739,0.7130342699662623,292.48,1704.36,6
CUST0000041165,0.7130310464292946,519.55,3213.28,20
CUST0000251858,0.7130018007651823,332.4,1873.92,10
CUST0000078569,0.712997695799644,303.0,1751.34,11
CUST0000136218,0.7129914281654525,207.82,968.55,23
CUST0000332858,0.7129852157578078,346.71,1907.27,28
CUST0000036129,0.7129009923953048,183.49,832.26,23
CUST0000264925,0.7128853138461596,102.42,441.76,21
CUST0000711552,0.7128765743275374,288.10999999999996,1690.78,10
CUST0000925055,0.7128571069874432,501.81,3056.05,19
CUST0000044419,0.7128375300785249,280.45,1599.65,18
CUST0000258009,0.7128252708652467,160.54,669.84,24
CUST0000268480,0.7128000593152377,211.52,1087.28,14
CUST0000778550,0.7127998337657383,199.23000000000002,993.98,25
CUST0000475485,0.7127915018602411,348.25,2015.4,11
CUST0000771044,0.7127782345392117,243.1,1299.07,12
CUST0000918090,0.7127527022238578,179.82,905.9,16
CUST0000112134,0.7127162877255973,144.28,649.4,19
CUST0000616566,0.7127059234918698,206.91,1109.64,12
CUST0000958254,0.7127022153647635,417.64,2599.14,10
CUST0000256156,0.7126693182795272,289.96,1599.36,12
CUST0000925240,0.7126317277249998,107.81,135.65,41
CUST0000813398,0.7126162524039086,190.56,856.3,12
CUST0000370577,0.7125375935992511,225.11,1281.07,12
CUST0000247421,0.7125225100271013,229.26,1164.01,23
CUST0000430304,0.7125057420541008,284.26,1477.79,32
CUST0000775565,0.7124995361149865,97.66,204.23000000000002,18
CUST0000205568,0.7124863812413251,173.25,770.34,16
CUST0000211112,0.712486083739177,400.4,2428.52,14
CUST0000340751,0.7124795967033116,398.94,2373.05,15
CUST0000226768,0.7124579398269416,196.61,949.72,21
CUST0000195249,0.7124474588290655,73.93,204.34,22
CUST0000238846,0.7124056396442793,170.71,810.89,25
CUST0000344671,0.7123539381473181,101.94,381.08,21
CUST0000045428,0.7122253805412295,122.88,470.0,18
CUST0000261016,0.7122168105185829,264.25,1458.46,15
CUST0000274828,0.7122149328708707,266.21999999999997,1474.96,20
CUST0000265573,0.7121685157317094,133.76,605.44,17
CUST0000282893,0.7121283425793634,88.88,362.13,15
CUST0000941367,0.7121155115802016,113.35,404.57,23
CUST0000672012,0.712111364486526,133.83,595.13,16
CUST0000780376,0.7120612176129851,145.62,646.54,18
CUST0000358709,0.7120275511998073,218.96,1112.5,18
CUST0000422288,0.7120139353098921,116.94,445.65,22
CUST0000732714,0.7119757817880434,221.57,1109.6,10
CUST0000124372,0.7119342454618437,203.94,898.84,34
CUST0000869909,0.7118903121392784,315.87,1843.73,16
CUST0000486897,0.7118758407714925,220.38,1018.2,25
CUST0000491475,0.7117776991748,75.13,212.2,15
CUST0000140925,0.7117765882206663,139.54999999999998,625.51,21
CUST0000484118,0.711771803943916,592.26,3815.83,10
CUST0000311598,0.711753221860151,236.59,1234.31,11
CUST0000726406,0.7117414230243511,154.71,657.1800000000001,24
CUST0000934002,0.7117371654560587,367.88,2209.44,20
CUST0000626403,0.711730824951086,224.34,1101.29,16
CUST0000203855,0.7116957566383795,184.47,832.21,20
CUST0000968554,0.7116900201397041,154.54,693.58,21
CUST0000494640,0.711689023928076,236.34,1177.45,22
CUST0000639291,0.7116711408758523,207.37,940.26,11
CUST0000936727,0.71167067052708,197.51999999999998,869.79,18
CUST0000666550,0.711636866731352,210.45,1013.63,18
CUST0000130960,0.7116185622321185,287.74,1502.18,23
CUST0000697334,0.7115970337592411,272.71,1422.06,27
CUST0000640889,0.7115671229383764,457.36,2750.15,26
CUST0000479994,0.711532079156636,504.86,3216.26,10
CUST0000339607,0.7115124760286278,193.19,938.61,19
CUST0000906020,0.7115058369586402,116.47999999999999,483.06,20
CUST0000046936,0.7114999080921389,137.64,609.1899999999999,17
CUST0000744072,0.7114738569048773,302.24,1810.69,13
CUST0000406094,0.7114530393351954,237.97,1318.55,10
CUST0000556769,0.7114483303909642,177.76,871.52,13
CUST0000497676,0.7114448427215438,368.09000000000003,2261.46,8
CUST0000594417,0.7114409961370574,242.37,1323.1,20
CUST0000533193,0.7114286323713575,69.15,91.56,24
CUST0000387438,0.7114116222051707,231.07,1172.19,18
CUST0000427883,0.7114054621560916,214.35,1119.28,10
CUST0000950352,0.7113985597395056,216.77,1213.76,11
CUST0000469124,0.711393364342144,306.74,1774.75,15
CUST0000648428,0.7113671660462912,265.3,1431.81,16
CUST0000548751,0.7113496447640683,162.39,821.8199999999999,16
CUST0000253757,0.7112958652217698,207.75,1062.78,15
CUST0000887468,0.7112887250085088,429.22,2630.71,17
CUST0000662987,0.7112845546787765,264.09,1576.8,9
CUST0000816612,0.7112673194266144,199.63,1026.79,15
CUST0000139036,0.7112008093053328,285.87,1672.35,13
CUST0000626842,0.7111999726740252,312.62,1807.83,16
CUST0000008025,0.7111820487776239,306.02,1760.27,10
CUST0000994019,0.7111585082666294,172.6,810.8199999999999,16
CUST0000597163,0.7111506567528267,259.07,1236.9,22
CUST0000014102,0.7111210567125739,196.65,1021.98,17
CUST0000951963,0.7110981430594902,234.93,1308.92,7
CUST0000565169,0.7110769028287596,146.48,523.86,24
CUST0000984038,0.7110758655563204,169.38,870.18,13
CUST0000066810,0.7110713052373885,128.97,512.81,18
CUST0000401075,0.7110680680956432,261.06,1453.15,14
CUST0000364660,0.7110413451698617,360.39,2166.41,16
CUST0000712939,0.7110139655914791,484.21,2749.74,37
CUST0000841516,0.7109845927777569,260.14,1440.52,13
CUST0000274982,0.7109818827990017,284.04,1685.18,9
CUST0000338207,0.7109753310137681,212.20000000000002,1113.42,19
CUST0000814245,0.710972857858092,129.02,561.69,17
CUST0000386069,0.7109489833447664,70.18,133.98,20
CUST0000377126,0.7109205140371602,125.74000000000001,579.08,19
CUST0000731147,0.7108840571620241,300.27,1773.69,9
CUST0000484071,0.7108793277803225,211.69,1260.3999999999999,10
CUST0000022173,0.7108666008219149,125.99,489.83,19
CUST0000988299,0.7108270015677487,250.07,1413.03,9
CUST0000874550,0.7108007124397266,206.42,984.01,28
CUST0000579316,0.7107410517320479,335.95,1864.02,37
CUST0000863787,0.7107142412637569,324.63,1625.44,37
CUST0000561519,0.7106933723100315,141.93,598.14,24
CUST0000762067,0.7106862147226684,245.91,1392.27,9
CUST0000983243,0.7106400994316918,156.22,749.27,15
CUST0000048770,0.7106233223163981,417.15,2573.11,14
CUST0000054038,0.7106162361064634,211.1,1137.95,15
CUST0000735278,0.7106151372099314,249.75,1442.71,10
CUST0000694203,0.7105891848757435,141.83,741.5,2
CUST0000996607,0.7105766047756941,267.23,1567.05,10
CUST0000528896,0.7105496851969029,257.06,1457.32,12
CUST0000031470,0.7105409342339035,166.9,899.39,15
CUST0000580344,0.7105349489897921,130.54,499.18,24
CUST0000418204,0.710530962110894,234.86,1303.05,10
CUST0000391029,0.7105304212619179,94.06,350.65,15
CUST0000401163,0.7105162047748472,405.5,2441.7599999999998,14
CUST0000323267,0.710514988876159,252.08,1488.38,7
CUST0000214564,0.7104914664295342,610.6700000000001,3918.57,14
CUST0000109639,0.7104642630952329,238.78,1264.3899999999999,22
CUST0000813261,0.7104310958877338,189.73,957.33,22
CUST0000625561,0.7104280677518814,152.66,573.15,25
CUST0000365853,0.7104146635930246,64.77,160.37,20
CUST0000612848,0.7103926272864409,274.88,1590.39,21
CUST0000935225,0.7103903105866001,314.17,1831.29,13
CUST0000137017,0.7103593520435401,298.84,1734.43,10
CUST0000085902,0.710351750916485,239.88,1353.95,14
CUST0000169133,0.7103223044162044,598.44,3669.03,18
CUST0000417430,0.7103220947375917,56.17,0.0,17
CUST0000624480,0.7102439614332634,300.25,1763.24,10
CUST0000180801,0.7102173688282376,162.01,616.8100000000001,30
CUST0000064481,0.7102137564663531,135.03,564.21,16
CUST0000362235,0.710202543002945,95.81,277.28000000000003,25
CUST0000820101,0.7101873652355437,244.2,1464.37,5
CUST0000862152,0.710180089451143,273.74,1603.69,12
CUST0000552806,0.7101723023461064,277.11,1667.8,7
CUST0000697504,0.7101480420120648,359.96000000000004,2064.17,25
CUST0000870259,0.7101367532372099,98.05,403.71,17
CUST0000219671,0.7101069336976695,342.82,1974.43,15
CUST0000218990,0.710106659012427,306.78000000000003,1492.85,46
CUST0000291552,0.7100525755858915,301.21000000000004,1554.12,47
CUST0000276526,0.7100421593371484,246.01,1371.91,17
CUST0000006755,0.7100142574468449,282.71,1534.08,15
CUST0000049272,0.7099928374027178,480.61,2998.83,13
CUST0000423689,0.7099784690113058,70.61,215.63,17
CUST0000660333,0.7099730817651386,165.0,772.27,18
CUST0000835716,0.7099602612007317,156.97,729.79,19
CUST0000592768,0.7099363269084176,256.16999999999996,1386.62,13
CUST0000618328,0.7099266237792099,136.45999999999998,619.4399999999999,15
CUST0000124471,0.7098853155783871,435.26,2699.67,15
CUST0000206638,0.7098728692730926,270.47,1409.8799999999999,37
CUST0000014502,0.7098527488764512,271.9,1571.17,12
CUST0000318730,0.7098415472084201,176.67,830.96,20
CUST0000242533,0.7098182479354684,210.45,885.29,15
CUST0000134311,0.7098055103513314,324.38,1826.34,17
CUST0000016876,0.7097595011587043,102.47,366.08,18
CUST0000771390,0.709751494137999,332.55,2038.02,8
CUST0000445235,0.7097433792888934,146.91,684.0799999999999,18
CUST0000456195,0.709717955223454,64.52,66.6,20
CUST0000213779,0.709710474444807,56.61,85.41999999999999,18
CUST0000073362,0.7096961760027856,124.19,389.54,21
CUST0000212919,0.7096850714117211,520.06,3213.75,11
CUST0000385298,0.7096106544953332,414.41999999999996,2568.69,11
CUST0000668838,0.7096103645872387,220.79,942.05,38
CUST0000191910,0.7096060665493275,190.61,983.73,14
CUST0000186610,0.7096005644772245,150.22,664.27,15
CUST0000707040,0.7095863373680262,320.04,1709.6200000000001,36
CUST0000491284,0.7095808423644279,209.19,1024.8,13
CUST0000431569,0.7095752090128373,213.41,1141.97,7
CUST0000866453,0.7095462293562729,318.05,1920.44,13
CUST0000646177,0.7095455430992439,92.13,319.1,17
CUST0000998083,0.7095445504363724,232.55,1148.62,33
CUST0000948538,0.7095219418561549,184.24,897.62,21
CUST0000899488,0.7095089849046234,275.07,1584.49,18
CUST0000023906,0.7095007362730965,311.55,1765.91,14
CUST0000510045,0.7094738730798597,83.3,145.29999999999998,23
CUST0000782277,0.7094721237128705,328.33,1981.6599999999999,9
CUST0000314493,0.7094685450861822,111.47999999999999,343.19,25
CUST0000528949,0.7094638710135348,380.28,2281.57,13
CUST0000564749,0.709456168188159,303.82,1733.36,35
CUST0000603240,0.7094520486532259,340.56,1939.09,12
CUST0000505008,0.7094305278103619,429.68,2586.15,18
CUST0000924169,0.7094251432467337,321.4,1876.1,12
CUST0000019831,0.7094004298010769,186.4,855.04,17
CUST0000851492,0.709399952311174,284.19,1609.33,11
CUST0000449018,0.7093772037962028,217.58,1084.19,17
CUST0000567931,0.7093510704045629,217.84,1133.11,18
CUST0000300528,0.7093464611715531,50.32,6.0,28
CUST0000338119,0.709339103333575,125.22,385.27,24
CUST0000592913,0.7093230450646599,212.26,1064.12,19
CUST0000475875,0.7093191584561891,83.95,320.77,16
CUST0000850629,0.7093146118323097,161.2,783.37,16
CUST0000265682,0.7093044306880002,53.43,0.0,26
CUST0000414502,0.7092986432760411,208.52,943.83,20
CUST0000004749,0.7092963832272224,429.78000000000003,2494.07,28
CUST0000892204,0.7092374470101573,176.39999999999998,779.95,20
CUST0000708505,0.7092157686274763,117.96,491.32,16
CUST0000510813,0.7091804124311485,276.90000000000003,1548.84,11
CUST0000583324,0.7091440718916469,117.14,448.83,18
CUST0000302832,0.7091084302372763,378.5,2323.8,11
CUST0000604323,0.709094142736802,204.86,1092.75,12
CUST0000032289,0.709091288329637,106.71000000000001,311.86,19
CUST0000562415,0.7090885690479565,217.62,1132.61,8
CUST0000987429,0.7090338322240994,234.8,1322.53,9
CUST0000998764,0.7090190205332807,275.65000000000003,1622.4,10
CUST0000755847,0.7089705565742414,261.92,1459.43,19
CUST0000828789,0.7089679800623154,218.10999999999999,1210.27,12
CUST0000629620,0.7089564991357966,54.97,114.32,15
CUST0000763477,0.7089489121140031,349.67,2114.86,11
CUST0000719366,0.7089206992011694,151.51,578.49,23
CUST0000070146,0.7088756653779998,134.91,483.96,24
CUST0000000834,0.7088701079209886,222.4,1178.4,9
CUST0000125246,0.7088606146665688,221.94,1029.01,22
CUST0000764861,0.708856144263339,237.37,1255.23,15
CUST0000487974,0.7088411072261385,362.18,2061.34,18
CUST0000846123,0.7088288158950663,180.96,936.26,22
CUST0000353364,0.7088242228664854,217.62,1288.29,6
CUST0000035448,0.7087868096477552,164.9,755.48,16
CUST0000706166,0.7087838996746769,106.04,364.8,21
CUST0000329171,0.7087828323592518,428.28,2582.65,16
CUST0000285331,0.7087785662752023,403.67,2363.91,16
CUST0000151072,0.7087320437526886,356.64,2135.25,11
CUST0000588053,0.7087314478480715,196.82,845.37,35
CUST0000026747,0.7086985203480745,241.43,1337.48,10
CUST0000938426,0.7086629884965342,380.61,2293.82,21
CUST0000360320,0.7086627568627546,205.31,1112.64,5
CUST0000811065,0.7086545389789075,65.64,66.85,18
CUST0000278291,0.7085766644400397,152.52,619.9300000000001,25
CUST0000765401,0.7085760136658219,64.61,44.379999999999995,17
CUST0000085878,0.7085676512020035,359.63,2055.4900000000002,14
CUST0000560369,0.708551045734334,90.36,90.02,31
CUST0000956606,0.7085490474195376,109.77,384.17,16
CUST0000178666,0.70850721379016,210.2,1133.5,11
CUST0000539255,0.7085006344960871,110.35000000000001,341.47,16
CUST0000699888,0.7084551532917573,432.08,2577.45,25
CUST0000496770,0.7084334135866541,74.87,188.76,18
CUST0000589591,0.708331572475561,204.97,985.81,30
CUST0000554191,0.7083212789994484,122.59,422.73,19
CUST0000676949,0.7083066274087972,405.25,2430.5,18
CUST0000765567,0.7082911018790082,252.85,1409.8600000000001,8
CUST0000364154,0.7082419091148555,90.44,291.54,20
CUST0000883445,0.7082204493666193,62.4,118.26,20
CUST0000259207,0.708206336688829,286.21,1694.51,11
CUST0000593089,0.708201194202062,547.0,3482.05,12
CUST0000716896,0.7081972563268328,132.03,522.54,20
CUST0000978946,0.7081729189819609,48.3,84.57000000000001,15
CUST0000581681,0.7081587220491323,135.66,615.83,26
CUST0000630281,0.7081417717821172,500.26,2740.21,50
CUST0000047823,0.708117924705234,321.99,1778.43,19
CUST0000671704,0.7081120769089848,172.3,706.33,23
CUST0000420890,0.7081085685957718,411.06,2472.57,20
CUST0000082929,0.7080608219234283,222.49,1184.84,13
CUST0000721151,0.7080556065212004,146.4,659.3,19
CUST0000810670,0.7080409257365479,87.49,185.29,22
CUST0000276922,0.7080243485459305,538.37,3362.21,16
CUST0000823548,0.7080219979180448,153.14,853.96,16
CUST0000217534,0.7080114562817357,225.83999999999997,1153.29,24
CUST0000815622,0.707986708935076,325.83,1934.6299999999999,17
CUST0000510938,0.7079659974770736,270.5,1541.53,11
CUST0000509501,0.707959652434718,209.22,1032.41,22
CUST0000641581,0.7079066212388772,303.84000000000003,1626.87,23
CUST0000880389,0.7079007758358264,227.58,1234.3700000000001,15
CUST0000672976,0.7078909434918855,212.53,1136.73,7
CUST0000500643,0.7078641538213322,170.23000000000002,415.34,86
CUST0000266304,0.7078346739063563,76.96000000000001,194.92999999999998,22
CUST0000582516,0.7077351217854493,65.98,0.0,19
CUST0000009786,0.7077289485506478,195.77,916.71,23
CUST0000162369,0.7077100021993377,51.85,0.0,22
CUST0000202666,0.7076908775298343,309.3,1811.28,13
CUST0000148203,0.7076875836739149,287.75,1557.57,16
CUST0000778040,0.707680763277335,413.94,2468.28,21
CUST0000027165,0.7076729100149792,386.73,2216.5,22
CUST0000751766,0.7076411249577099,209.4,1056.01,13
CUST0000791053,0.7076306350037194,253.24,1516.65,7
CUST0000169042,0.7076167494815067,177.57999999999998,921.92,17
CUST0000657006,0.7076118256869932,229.79,1277.19,16
CUST0000529367,0.7075662210119953,392.44,2445.12,8
CUST0000617566,0.7075637807098123,561.05,3478.78,19
CUST0000086334,0.7075545896106292,269.62,1435.0,30
CUST0000693105,0.7075495348469576,325.97,1752.96,14
CUST0000122770,0.7075415807001855,422.95,2590.7,16
CUST0000680365,0.7075403316858597,80.49000000000001,196.85,21
CUST0000497363,0.7075010022310927,185.29,931.07,11
CUST0000946298,0.7074877947807476,227.67,1335.67,8
CUST0000426668,0.707454726557494,267.94,1559.12,8
CUST0000682356,0.7074512510672799,383.90999999999997,2268.97,15
CUST0000173308,0.7074416087019281,138.46,476.46,30
CUST0000362894,0.7073839763450366,318.92,1818.4,13
CUST0000113712,0.7073776017866982,339.24,1927.35,34
CUST0000338102,0.707371495125108,66.22,146.51,17
CUST0000118618,0.707345141989329,242.96,1226.18,23
CUST0000681322,0.7073260963035031,66.97,124.72000000000001,16
CUST0000720801,0.7073221089719046,298.0,1727.52,12
CUST0000649388,0.7072921848157779,549.55,3343.57,28
CUST0000604598,0.7072912211937435,242.43,1291.58,20
CUST0000788148,0.7072877097207545,351.84999999999997,2119.91,10
CUST0000136808,0.707241544701948,89.15,322.3,19
CUST0000497794,0.7072047976550908,259.38,1375.52,26
CUST0000511169,0.7071909595992967,101.86,358.74,28
CUST0000826680,0.7071689748389615,106.05,184.10000000000002,19
CUST0000242328,0.7071659475653413,293.93,1526.69,34
CUST0000412481,0.7071427249745257,233.86,1252.47,17
CUST0000447381,0.7071147531053099,209.76,1096.84,28
CUST0000364219,0.7070986425074061,192.74,1103.47,10
CUST0000632434,0.7070963881313945,140.24,590.97,19
CUST0000807181,0.7070864828376393,391.26,2262.35,18
CUST0000676823,0.7070855457774838,537.17,3231.28,35
CUST0000547680,0.7070692387965762,213.82999999999998,847.21,38
CUST0000476282,0.7070299914805349,56.879999999999995,120.95,17
CUST0000147385,0.7070271288870743,392.85999999999996,2430.67,7
CUST0000504438,0.7069880124414181,223.09,932.37,38
CUST0000434956,0.7069474668280018,170.11,729.46,31
CUST0000335962,0.706927939721622,182.72,984.08,19
CUST0000597445,0.7068622435644092,243.95,1367.0,11
CUST0000892933,0.7068484865242894,279.57,1529.0,23
CUST0000040269,0.7068235437143929,126.41,554.1,17
CUST0000069754,0.7068003209630623,367.81,2038.82,36
CUST0000967623,0.7067550943731404,385.66,2192.3,23
CUST0000968875,0.7067232950917304,67.28,166.35,15
CUST0000080312,0.7066821682436695,204.0,1035.41,13
CUST0000992606,0.7066684637480121,245.73,1311.8,14
CUST0000469720,0.7066199258684159,83.46000000000001,281.2,18
CUST0000071812,0.7066182096314431,205.63,1128.2,13
CUST0000546765,0.706593499299206,154.86,576.03,27
CUST0000728887,0.7065837779132784,156.64,668.42,14
CUST0000573198,0.7065541541545405,280.13,1682.24,11
CUST0000970554,0.7065332748833812,176.2,815.34,28
CUST0000026045,0.7065212633023934,193.20999999999998,1044.82,13
CUST0000331600,0.7065054624155064,503.88,3145.48,13
CUST0000093142,0.7064972318801372,254.75,1404.17,13
CUST0000871676,0.7064600062392947,228.07,1282.31,10
CUST0000462185,0.7064396017941608,427.8,2606.14,14
CUST0000049805,0.7064263889731508,236.31,1241.93,25
CUST0000589058,0.7063977570122935,252.26000000000002,1359.04,22
CUST0000091925,0.7063780824450446,197.29,1029.14,12
CUST0000094368,0.7063661170318682,186.93,898.28,13
CUST0000247988,0.7063657530487144,216.19,1067.47,16
CUST0000319118,0.7063650793394392,116.81,421.83,17
CUST0000528140,0.7063215118122954,256.34,1433.47,14
CUST0000942768,0.7063204622022787,205.73000000000002,1003.3,24
CUST0000874609,0.7063191495039576,140.3,651.08,17
CUST0000619038,0.7063051215132479,273.69,1560.1000000000001,13
CUST0000423028,0.7062894148838614,48.17999999999999,62.01,17
CUST0000247567,0.7062694863755278,75.55,63.78,26
CUST0000780303,0.7062619559127433,427.13,2691.65,13
CUST0000060283,0.7062308295409787,323.99,1816.45,21
CUST0000345855,0.7062277425318702,328.38,1921.57,17
CUST0000720507,0.7062161104975235,284.89,1653.52,13
CUST0000248596,0.7061417524015512,197.18,1034.64,13
CUST0000342679,0.706132502910443,769.47,4919.73,28
CUST0000935991,0.7061172053120262,188.12,1035.58,11
CUST0000532430,0.7061020332040051,69.9,0.0,20
CUST0000687478,0.706084328791381,225.37,1107.77,23
CUST0000669080,0.7060473094254914,177.15,763.4,14
CUST0000874859,0.706026840392622,174.85,897.62,16
CUST0000258518,0.7059682008695523,281.58,1596.16,12
CUST0000248049,0.705910316920776,178.72,878.83,19
CUST0000432235,0.7058924430758973,176.22,901.34,21
CUST0000936476,0.705859115617463,247.91000000000003,1358.16,10
CUST0000132534,0.705848926261541,369.53000000000003,2102.32,19
CUST0000758141,0.7058351806420908,163.49,725.99,18
CUST0000569941,0.705827000125168,288.45,1577.73,15
CUST0000514038,0.7058216074832007,262.90999999999997,1527.91,16
CUST0000220800,0.7057774937190576,262.5,1544.29,9
CUST0000563471,0.705771712963192,131.43,587.34,17
CUST0000756891,0.7057206066933088,101.02,216.47,19
CUST0000163335,0.7057125087431108,280.09,1593.03,13
CUST0000762928,0.7056939330823344,214.39999999999998,1086.69,20
CUST0000274544,0.7056938982843313,451.95,2650.91,28
CUST0000727604,0.7056919081392388,132.04999999999998,585.33,18
CUST0000198470,0.7056802055218612,289.21,1500.02,33
